InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Year,Month,MonthName,Day,Weekday,Week,Date
542505,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2024-08-23 06:43:18,4.44,12907,Denmark,31.08,2024,8,Aug 2024,23,Friday,34,2024-08-23
538271,22752,SET 7 BABUSHKA NESTING BOXES,10,2024-11-11 20:18:36,8.26,15172,United Kingdom,82.6,2024,11,Nov 2024,11,Monday,46,2024-11-11
538822,85099B,JUMBO BAG RED RETROSPOT,2,2024-06-28 04:11:14,2.07,13744,United Kingdom,4.14,2024,6,Jun 2024,28,Friday,26,2024-06-28
540693,22961,JAM MAKING SET PRINTED,12,2025-02-12 08:32:46,1.38,15290,Spain,16.56,2025,2,Feb 2025,12,Wednesday,7,2025-02-12
537176,71053,WHITE METAL LANTERN,17,2025-03-29 21:27:50,3.64,12880,Germany,61.88,2025,3,Mar 2025,29,Saturday,13,2025-03-29
542885,22697,GREEN REGENCY TEACUP AND SAUCER,14,2025-11-11 22:28:15,2.71,17402,United Kingdom,37.94,2025,11,Nov 2025,11,Tuesday,46,2025-11-11
539507,23355,HOT WATER BOTTLE KEEP CALM,9,2024-04-07 21:41:22,5.05,13834,United Kingdom,45.45,2024,4,Apr 2024,7,Sunday,14,2024-04-07
537897,22423,REGENCY CAKESTAND 3 TIER,12,2025-11-22 14:17:47,12.95,13060,United Kingdom,155.4,2025,11,Nov 2025,22,Saturday,47,2025-11-22
542581,21212,PACK OF 72 RETROSPOT CAKE CASES,10,2024-02-08 10:53:13,0.51,15311,United Kingdom,5.1,2024,2,Feb 2024,8,Thursday,6,2024-02-08
542237,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2024-12-28 02:03:08,2.7,16722,United Kingdom,64.8,2024,12,Dec 2024,28,Saturday,52,2024-12-28
537443,22748,POPPY'S PLAYHOUSE KITCHEN,7,2025-08-25 23:20:31,1.97,13700,France,13.79,2025,8,Aug 2025,25,Monday,35,2025-08-25
536752,21931,JUMBO STORAGE BAG SUKI,1,2025-12-04 13:41:39,2.11,17094,United Kingdom,2.11,2025,12,Dec 2025,4,Thursday,49,2025-12-04
537670,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,2024-12-26 01:59:31,4.1,12375,Italy,53.3,2024,12,Dec 2024,26,Thursday,52,2024-12-26
539705,23355,HOT WATER BOTTLE KEEP CALM,21,2025-06-03 23:52:23,4.47,12480,United Kingdom,93.87,2025,6,Jun 2025,3,Tuesday,23,2025-06-03
542507,23355,HOT WATER BOTTLE KEEP CALM,7,2024-06-16 06:49:51,4.77,16116,France,33.39,2024,6,Jun 2024,16,Sunday,24,2024-06-16
542187,21770,TOADSTOOL LED NIGHT LIGHT,4,2025-01-18 01:59:21,3.7,17102,Germany,14.8,2025,1,Jan 2025,18,Saturday,3,2025-01-18
538867,84406B,CREAM CUPID HEARTS COAT HANGER,10,2024-10-22 08:53:56,2.54,14016,United Kingdom,25.4,2024,10,Oct 2024,22,Tuesday,43,2024-10-22
540349,22633,HAND WARMER UNION JACK,24,2024-06-22 18:47:31,1.74,17392,United Kingdom,41.76,2024,6,Jun 2024,22,Saturday,25,2024-06-22
539226,22150,3 STRIPEY MICE FELTCRAFT,20,2025-02-12 00:20:42,4.28,17324,France,85.6,2025,2,Feb 2025,12,Wednesday,7,2025-02-12
537726,22961,JAM MAKING SET PRINTED,1,2024-09-20 13:52:37,1.37,16233,United Kingdom,1.37,2024,9,Sep 2024,20,Friday,38,2024-09-20
540597,22633,HAND WARMER UNION JACK,16,2024-08-05 00:41:32,1.71,14829,EIRE,27.36,2024,8,Aug 2024,5,Monday,32,2024-08-05
540171,71053,WHITE METAL LANTERN,9,2025-10-09 04:12:42,3.39,15704,EIRE,30.51,2025,10,Oct 2025,9,Thursday,41,2025-10-09
540529,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-01-20 17:37:11,2.63,16485,United Kingdom,5.26,2025,1,Jan 2025,20,Monday,4,2025-01-20
538245,22193,RED DINER WALL CLOCK,15,2024-10-17 05:30:11,8.2,16657,Norway,123.0,2024,10,Oct 2024,17,Thursday,42,2024-10-17
539449,21931,JUMBO STORAGE BAG SUKI,6,2024-03-18 02:06:00,1.92,14507,Spain,11.52,2024,3,Mar 2024,18,Monday,12,2024-03-18
543420,23298,SPACEBOY LUNCH BOX,15,2025-07-15 13:50:21,1.81,13735,United Kingdom,27.15,2025,7,Jul 2025,15,Tuesday,29,2025-07-15
539352,22745,POPPY'S PLAYHOUSE BEDROOM,8,2025-04-29 05:26:38,2.21,16886,Germany,17.68,2025,4,Apr 2025,29,Tuesday,18,2025-04-29
539138,20725,LUNCH BAG RED RETROSPOT,12,2025-06-14 01:09:45,1.71,15408,Spain,20.52,2025,6,Jun 2025,14,Saturday,24,2025-06-14
540939,22698,PINK REGENCY TEACUP AND SAUCER,10,2024-08-03 02:47:56,3.02,13806,Germany,30.2,2024,8,Aug 2024,3,Saturday,31,2024-08-03
541440,22632,HAND WARMER RED POLKA DOT,20,2025-04-25 13:29:12,1.69,16982,Germany,33.8,2025,4,Apr 2025,25,Friday,17,2025-04-25
541087,22632,HAND WARMER RED POLKA DOT,6,2025-05-19 16:21:30,1.82,13411,Singapore,10.92,2025,5,May 2025,19,Monday,21,2025-05-19
538941,22752,SET 7 BABUSHKA NESTING BOXES,10,2024-12-29 08:17:24,7.53,14603,Spain,75.3,2024,12,Dec 2024,29,Sunday,52,2024-12-29
542132,85099B,JUMBO BAG RED RETROSPOT,10,2024-01-18 16:49:09,1.89,15877,Belgium,18.9,2024,1,Jan 2024,18,Thursday,3,2024-01-18
543339,22748,POPPY'S PLAYHOUSE KITCHEN,1,2024-06-19 17:37:55,2.25,17783,United Kingdom,2.25,2024,6,Jun 2024,19,Wednesday,25,2024-06-19
543129,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,9,2025-01-21 05:38:18,3.8,14913,United Kingdom,34.2,2025,1,Jan 2025,21,Tuesday,4,2025-01-21
542762,71053,WHITE METAL LANTERN,3,2025-03-14 08:19:37,3.4,18267,United Kingdom,10.2,2025,3,Mar 2025,14,Friday,11,2025-03-14
536757,20728,LUNCH BAG CARS BLUE,20,2024-08-22 06:02:17,1.5,17292,United Kingdom,30.0,2024,8,Aug 2024,22,Thursday,34,2024-08-22
539303,20727,LUNCH BAG BLACK SKULL,9,2025-06-15 01:11:51,1.74,16106,Netherlands,15.66,2025,6,Jun 2025,15,Sunday,24,2025-06-15
540437,23298,SPACEBOY LUNCH BOX,8,2024-05-31 04:19:45,1.92,13117,Germany,15.36,2024,5,May 2024,31,Friday,22,2024-05-31
539500,84879,ASSORTED COLOUR BIRD ORNAMENT,20,2024-06-02 06:09:08,1.79,15122,United Kingdom,35.8,2024,6,Jun 2024,2,Sunday,22,2024-06-02
538175,22961,JAM MAKING SET PRINTED,23,2025-11-10 14:15:54,1.31,15724,EIRE,30.13,2025,11,Nov 2025,10,Monday,46,2025-11-10
539760,21212,PACK OF 72 RETROSPOT CAKE CASES,23,2025-07-28 01:56:42,0.59,15439,Japan,13.57,2025,7,Jul 2025,28,Monday,31,2025-07-28
540268,22697,GREEN REGENCY TEACUP AND SAUCER,2,2024-03-30 19:58:20,3.11,13990,United Kingdom,6.22,2024,3,Mar 2024,30,Saturday,13,2024-03-30
537882,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2025-04-08 00:31:26,2.64,14151,EIRE,63.36,2025,4,Apr 2025,8,Tuesday,15,2025-04-08
539003,23355,HOT WATER BOTTLE KEEP CALM,21,2024-04-23 20:05:20,4.81,15887,Switzerland,101.01,2024,4,Apr 2024,23,Tuesday,17,2024-04-23
543750,22745,POPPY'S PLAYHOUSE BEDROOM,9,2025-05-07 00:13:02,2.21,12686,France,19.89,2025,5,May 2025,7,Wednesday,19,2025-05-07
539315,22383,LUNCH BAG SUKI DESIGN,21,2024-05-02 03:24:59,1.57,18048,United Kingdom,32.97,2024,5,May 2024,2,Thursday,18,2024-05-02
536939,22752,SET 7 BABUSHKA NESTING BOXES,7,2024-09-21 08:17:46,7.36,14830,United Kingdom,51.52,2024,9,Sep 2024,21,Saturday,38,2024-09-21
540918,23203,JUMBO BAG DOILEY PATTERNS,11,2025-10-17 20:44:11,1.97,14832,Denmark,21.67,2025,10,Oct 2025,17,Friday,42,2025-10-17
543306,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,21,2025-01-18 09:21:19,3.42,13694,United Kingdom,71.82,2025,1,Jan 2025,18,Saturday,3,2025-01-18
541733,20725,LUNCH BAG RED RETROSPOT,21,2025-07-24 16:05:30,1.59,15439,United Kingdom,33.39,2025,7,Jul 2025,24,Thursday,30,2025-07-24
542114,84406B,CREAM CUPID HEARTS COAT HANGER,10,2024-07-14 09:32:19,2.65,15857,United Kingdom,26.5,2024,7,Jul 2024,14,Sunday,28,2024-07-14
543479,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2025-04-09 10:17:38,4.51,12608,United Kingdom,72.16,2025,4,Apr 2025,9,Wednesday,15,2025-04-09
543476,20725,LUNCH BAG RED RETROSPOT,24,2024-03-25 07:05:17,1.68,12568,United Kingdom,40.32,2024,3,Mar 2024,25,Monday,13,2024-03-25
540711,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2025-04-26 18:52:39,4.45,17377,Switzerland,40.05,2025,4,Apr 2025,26,Saturday,17,2025-04-26
537359,22745,POPPY'S PLAYHOUSE BEDROOM,5,2025-11-07 03:11:28,2.27,12725,EIRE,11.35,2025,11,Nov 2025,7,Friday,45,2025-11-07
540263,22745,POPPY'S PLAYHOUSE BEDROOM,6,2025-05-24 07:13:22,2.04,13550,United Kingdom,12.24,2025,5,May 2025,24,Saturday,21,2025-05-24
541950,84978,HANGING HEART JAR T-LIGHT HOLDER,15,2024-01-30 23:51:34,1.57,16535,Sweden,23.55,2024,1,Jan 2024,30,Tuesday,5,2024-01-30
537383,23203,JUMBO BAG DOILEY PATTERNS,17,2025-11-09 08:53:56,2.27,12669,Denmark,38.59,2025,11,Nov 2025,9,Sunday,45,2025-11-09
542384,71053,WHITE METAL LANTERN,14,2025-06-01 02:27:41,3.06,16276,United Kingdom,42.84,2025,6,Jun 2025,1,Sunday,22,2025-06-01
536601,21034,REX CASH+CARRY JUMBO SHOPPER,8,2025-08-31 18:33:37,1.36,13262,United Kingdom,10.88,2025,8,Aug 2025,31,Sunday,35,2025-08-31
536679,22961,JAM MAKING SET PRINTED,16,2025-11-13 08:27:03,1.37,16284,United Kingdom,21.92,2025,11,Nov 2025,13,Thursday,46,2025-11-13
542495,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2024-03-09 01:04:19,2.7,13727,United Kingdom,8.1,2024,3,Mar 2024,9,Saturday,10,2024-03-09
536824,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2024-11-27 18:52:18,3.46,13925,United Kingdom,17.3,2024,11,Nov 2024,27,Wednesday,48,2024-11-27
538693,20728,LUNCH BAG CARS BLUE,4,2025-06-02 17:45:55,1.5,12663,Netherlands,6.0,2025,6,Jun 2025,2,Monday,23,2025-06-02
540336,22150,3 STRIPEY MICE FELTCRAFT,12,2024-07-07 20:37:10,4.3,17357,Germany,51.6,2024,7,Jul 2024,7,Sunday,27,2024-07-07
538400,21034,REX CASH+CARRY JUMBO SHOPPER,5,2025-05-07 08:17:44,1.27,12763,Finland,6.35,2025,5,May 2025,7,Wednesday,19,2025-05-07
538069,21770,TOADSTOOL LED NIGHT LIGHT,7,2025-03-31 03:17:22,4.25,15287,United Kingdom,29.75,2025,3,Mar 2025,31,Monday,14,2025-03-31
537215,22633,HAND WARMER UNION JACK,6,2025-09-19 16:59:26,1.97,12907,Finland,11.82,2025,9,Sep 2025,19,Friday,38,2025-09-19
542337,22699,ROSES REGENCY TEACUP AND SAUCER,22,2025-10-31 14:46:51,3.13,13041,France,68.86,2025,10,Oct 2025,31,Friday,44,2025-10-31
541928,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2024-01-15 03:27:36,2.53,12914,United Kingdom,40.48,2024,1,Jan 2024,15,Monday,3,2024-01-15
538604,84879,ASSORTED COLOUR BIRD ORNAMENT,20,2025-08-25 17:47:19,1.58,16722,Belgium,31.6,2025,8,Aug 2025,25,Monday,35,2025-08-25
540657,21770,TOADSTOOL LED NIGHT LIGHT,18,2024-08-11 22:01:22,4.19,14521,Germany,75.42,2024,8,Aug 2024,11,Sunday,32,2024-08-11
543043,21034,REX CASH+CARRY JUMBO SHOPPER,15,2024-05-07 07:30:48,1.26,13035,EIRE,18.9,2024,5,May 2024,7,Tuesday,19,2024-05-07
537909,22745,POPPY'S PLAYHOUSE BEDROOM,17,2025-10-27 19:01:15,2.29,13492,France,38.93,2025,10,Oct 2025,27,Monday,44,2025-10-27
539898,22748,POPPY'S PLAYHOUSE KITCHEN,17,2024-01-23 18:55:27,2.09,13735,Sweden,35.53,2024,1,Jan 2024,23,Tuesday,4,2024-01-23
537065,21034,REX CASH+CARRY JUMBO SHOPPER,8,2025-05-22 13:18:51,1.17,16638,United Kingdom,9.36,2025,5,May 2025,22,Thursday,21,2025-05-22
539622,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2025-04-09 13:22:12,3.9,15856,EIRE,35.1,2025,4,Apr 2025,9,Wednesday,15,2025-04-09
540546,22960,JAM MAKING SET WITH JARS,8,2025-04-08 22:19:50,3.95,17983,United Kingdom,31.6,2025,4,Apr 2025,8,Tuesday,15,2025-04-08
538330,22633,HAND WARMER UNION JACK,16,2024-10-05 01:07:47,1.71,16558,Norway,27.36,2024,10,Oct 2024,5,Saturday,40,2024-10-05
538442,22745,POPPY'S PLAYHOUSE BEDROOM,10,2024-04-19 00:32:35,1.99,16284,Portugal,19.9,2024,4,Apr 2024,19,Friday,16,2024-04-19
539534,23203,JUMBO BAG DOILEY PATTERNS,8,2024-05-05 11:55:52,2.22,12604,Netherlands,17.76,2024,5,May 2024,5,Sunday,18,2024-05-05
541573,22697,GREEN REGENCY TEACUP AND SAUCER,13,2025-04-11 23:50:20,2.77,15438,Canada,36.01,2025,4,Apr 2025,11,Friday,15,2025-04-11
539614,22748,POPPY'S PLAYHOUSE KITCHEN,22,2025-01-05 22:02:31,2.09,16507,Finland,45.98,2025,1,Jan 2025,5,Sunday,1,2025-01-05
538045,22748,POPPY'S PLAYHOUSE KITCHEN,20,2024-11-13 04:22:23,1.99,16710,United Kingdom,39.8,2024,11,Nov 2024,13,Wednesday,46,2024-11-13
539481,21034,REX CASH+CARRY JUMBO SHOPPER,23,2024-09-12 13:24:31,1.34,16424,Canada,30.82,2024,9,Sep 2024,12,Thursday,37,2024-09-12
541009,22193,RED DINER WALL CLOCK,3,2025-09-22 02:25:16,8.65,17831,Finland,25.95,2025,9,Sep 2025,22,Monday,39,2025-09-22
542595,22752,SET 7 BABUSHKA NESTING BOXES,20,2024-03-20 22:38:16,7.65,12939,United Kingdom,153.0,2024,3,Mar 2024,20,Wednesday,12,2024-03-20
539287,22193,RED DINER WALL CLOCK,8,2025-08-07 00:04:35,8.08,16270,United Kingdom,64.64,2025,8,Aug 2025,7,Thursday,32,2025-08-07
540621,71053,WHITE METAL LANTERN,17,2025-02-25 00:37:46,3.06,17878,United Kingdom,52.02,2025,2,Feb 2025,25,Tuesday,9,2025-02-25
536812,22633,HAND WARMER UNION JACK,12,2024-08-28 14:37:29,1.78,17983,Belgium,21.36,2024,8,Aug 2024,28,Wednesday,35,2024-08-28
537414,85099B,JUMBO BAG RED RETROSPOT,1,2024-08-18 08:32:17,2.26,16276,United Kingdom,2.26,2024,8,Aug 2024,18,Sunday,33,2024-08-18
543344,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2025-04-01 06:13:47,4.06,15746,Germany,73.08,2025,4,Apr 2025,1,Tuesday,14,2025-04-01
538115,22632,HAND WARMER RED POLKA DOT,22,2025-09-19 01:44:23,1.94,17394,Japan,42.68,2025,9,Sep 2025,19,Friday,38,2025-09-19
538446,21770,TOADSTOOL LED NIGHT LIGHT,4,2025-11-01 14:38:27,4.34,18048,United Kingdom,17.36,2025,11,Nov 2025,1,Saturday,44,2025-11-01
540959,22745,POPPY'S PLAYHOUSE BEDROOM,19,2025-03-23 02:44:25,2.12,15118,Spain,40.28,2025,3,Mar 2025,23,Sunday,12,2025-03-23
539087,22698,PINK REGENCY TEACUP AND SAUCER,8,2024-02-18 11:37:32,2.98,13925,Singapore,23.84,2024,2,Feb 2024,18,Sunday,7,2024-02-18
539085,22193,UNKNOWN ITEM,20,2024-09-24 19:51:55,8.63,15248,United Kingdom,172.6,2024,9,Sep 2024,24,Tuesday,39,2024-09-24
540134,22697,GREEN REGENCY TEACUP AND SAUCER,20,2024-04-11 21:13:30,2.79,14055,USA,55.8,2024,4,Apr 2024,11,Thursday,15,2024-04-11
541900,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2025-01-22 01:38:38,3.8,14056,United Kingdom,38.0,2025,1,Jan 2025,22,Wednesday,4,2025-01-22
541382,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2024-04-21 19:21:28,3.42,15290,United Kingdom,37.62,2024,4,Apr 2024,21,Sunday,16,2024-04-21
539424,85099B,JUMBO BAG RED RETROSPOT,9,2024-04-15 06:37:41,2.22,17840,United Kingdom,19.98,2024,4,Apr 2024,15,Monday,16,2024-04-15
536509,21034,REX CASH+CARRY JUMBO SHOPPER,19,2024-06-13 00:08:20,1.22,16852,United Kingdom,23.18,2024,6,Jun 2024,13,Thursday,24,2024-06-13
542581,23355,HOT WATER BOTTLE KEEP CALM,23,2025-03-24 17:45:06,4.85,14328,Belgium,111.55,2025,3,Mar 2025,24,Monday,13,2025-03-24
539020,21212,PACK OF 72 RETROSPOT CAKE CASES,8,2025-06-01 20:45:54,0.56,12847,EIRE,4.48,2025,6,Jun 2025,1,Sunday,22,2025-06-01
542051,23203,JUMBO BAG DOILEY PATTERNS,19,2025-02-01 09:53:19,2.16,17561,Belgium,41.04,2025,2,Feb 2025,1,Saturday,5,2025-02-01
538915,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2024-09-06 20:27:32,1.63,18235,United Kingdom,3.26,2024,9,Sep 2024,6,Friday,36,2024-09-06
539417,22960,JAM MAKING SET WITH JARS,2,2024-03-24 14:58:45,3.86,16724,Finland,7.72,2024,3,Mar 2024,24,Sunday,12,2024-03-24
536400,22697,GREEN REGENCY TEACUP AND SAUCER,19,2024-09-15 17:46:24,2.96,16278,Sweden,56.24,2024,9,Sep 2024,15,Sunday,37,2024-09-15
537387,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2024-03-03 03:26:25,2.54,14189,Singapore,2.54,2024,3,Mar 2024,3,Sunday,9,2024-03-03
541532,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,13,2025-11-15 00:41:56,3.4,14128,Switzerland,44.2,2025,11,Nov 2025,15,Saturday,46,2025-11-15
537632,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2025-01-21 03:03:21,1.58,12826,United Kingdom,12.64,2025,1,Jan 2025,21,Tuesday,4,2025-01-21
540131,23355,HOT WATER BOTTLE KEEP CALM,13,2025-04-26 19:39:05,4.48,16686,EIRE,58.24,2025,4,Apr 2025,26,Saturday,17,2025-04-26
542705,23298,SPACEBOY LUNCH BOX,3,2025-08-05 13:25:24,2.06,13359,France,6.18,2025,8,Aug 2025,5,Tuesday,32,2025-08-05
541339,21770,TOADSTOOL LED NIGHT LIGHT,22,2024-03-03 09:44:11,3.93,12675,United Kingdom,86.46,2024,3,Mar 2024,3,Sunday,9,2024-03-03
542024,84978,HANGING HEART JAR T-LIGHT HOLDER,10,2025-07-30 14:45:24,1.58,16087,Japan,15.8,2025,7,Jul 2025,30,Wednesday,31,2025-07-30
540467,22961,JAM MAKING SET PRINTED,23,2024-01-11 00:33:26,1.55,13342,Italy,35.65,2024,1,Jan 2024,11,Thursday,2,2024-01-11
537149,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2025-10-02 21:42:59,0.53,17569,United Kingdom,2.12,2025,10,Oct 2025,2,Thursday,40,2025-10-02
541485,22383,LUNCH BAG SUKI DESIGN,18,2025-06-06 16:47:03,1.56,18090,Norway,28.08,2025,6,Jun 2025,6,Friday,23,2025-06-06
538150,22699,ROSES REGENCY TEACUP AND SAUCER,20,2024-01-20 09:20:28,3.18,16932,United Kingdom,63.6,2024,1,Jan 2024,20,Saturday,3,2024-01-20
543063,84406B,CREAM CUPID HEARTS COAT HANGER,21,2024-01-12 18:13:02,2.51,14507,United Kingdom,52.71,2024,1,Jan 2024,12,Friday,2,2024-01-12
543046,21770,TOADSTOOL LED NIGHT LIGHT,2,2025-01-19 04:31:28,3.98,16996,United Kingdom,7.96,2025,1,Jan 2025,19,Sunday,3,2025-01-19
537970,21034,REX CASH+CARRY JUMBO SHOPPER,17,2024-10-12 19:03:50,1.2,13955,United Kingdom,20.4,2024,10,Oct 2024,12,Saturday,41,2024-10-12
536869,22193,RED DINER WALL CLOCK,20,2025-11-24 01:36:38,9.04,14940,Portugal,180.8,2025,11,Nov 2025,24,Monday,48,2025-11-24
542085,84978,HANGING HEART JAR T-LIGHT HOLDER,5,2025-07-23 22:15:31,1.42,16686,Spain,7.1,2025,7,Jul 2025,23,Wednesday,30,2025-07-23
541479,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2024-03-04 15:44:49,1.76,13200,Germany,1.76,2024,3,Mar 2024,4,Monday,10,2024-03-04
542354,22423,REGENCY CAKESTAND 3 TIER,3,2024-10-04 20:19:06,13.83,18127,Netherlands,41.49,2024,10,Oct 2024,4,Friday,40,2024-10-04
539176,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,2024-01-11 01:18:29,3.78,12419,United Kingdom,45.36,2024,1,Jan 2024,11,Thursday,2,2024-01-11
542274,22752,SET 7 BABUSHKA NESTING BOXES,20,2024-08-08 20:04:22,7.01,12471,United Kingdom,140.2,2024,8,Aug 2024,8,Thursday,32,2024-08-08
540209,84029E,RED WOOLLY HOTTIE WHITE HEART,24,2025-04-06 10:04:29,4.06,13003,Germany,97.44,2025,4,Apr 2025,6,Sunday,14,2025-04-06
538523,22193,RED DINER WALL CLOCK,12,2024-09-30 15:04:23,8.15,17182,Japan,97.8,2024,9,Sep 2024,30,Monday,40,2024-09-30
538159,22748,POPPY'S PLAYHOUSE KITCHEN,10,2025-06-28 17:08:35,1.96,17984,United Kingdom,19.6,2025,6,Jun 2025,28,Saturday,26,2025-06-28
540273,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,20,2025-08-08 01:26:24,3.74,12608,United Kingdom,74.8,2025,8,Aug 2025,8,Friday,32,2025-08-08
538412,21931,JUMBO STORAGE BAG SUKI,19,2024-08-20 04:11:51,1.88,13694,United Kingdom,35.72,2024,8,Aug 2024,20,Tuesday,34,2024-08-20
540609,22633,HAND WARMER UNION JACK,13,2024-09-17 01:29:40,1.73,15246,Netherlands,22.49,2024,9,Sep 2024,17,Tuesday,38,2024-09-17
543226,85099B,JUMBO BAG RED RETROSPOT,23,2024-04-27 16:23:58,2.19,12709,United Kingdom,50.37,2024,4,Apr 2024,27,Saturday,17,2024-04-27
536650,21212,PACK OF 72 RETROSPOT CAKE CASES,21,2024-01-20 17:47:13,0.52,17124,United Kingdom,10.92,2024,1,Jan 2024,20,Saturday,3,2024-01-20
542638,22150,3 STRIPEY MICE FELTCRAFT,15,2024-05-16 00:23:05,3.66,15311,Germany,54.9,2024,5,May 2024,16,Thursday,20,2024-05-16
540414,47566,PARTY BUNTING,18,2025-10-20 19:34:51,4.7,16675,EIRE,84.6,2025,10,Oct 2025,20,Monday,43,2025-10-20
539315,20725,LUNCH BAG RED RETROSPOT,15,2025-08-30 21:14:05,1.67,14037,United Kingdom,25.05,2025,8,Aug 2025,30,Saturday,35,2025-08-30
542260,71053,WHITE METAL LANTERN,18,2025-08-17 13:57:50,3.21,15631,France,57.78,2025,8,Aug 2025,17,Sunday,33,2025-08-17
540978,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2024-03-11 18:50:19,2.66,16605,United Kingdom,5.32,2024,3,Mar 2024,11,Monday,11,2024-03-11
538584,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,2025-05-23 04:51:23,3.69,12960,United Kingdom,44.28,2025,5,May 2025,23,Friday,21,2025-05-23
541107,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,15,2025-08-05 04:15:23,3.5,17015,United Kingdom,52.5,2025,8,Aug 2025,5,Tuesday,32,2025-08-05
540040,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2024-09-16 14:36:33,0.55,14452,United Kingdom,3.85,2024,9,Sep 2024,16,Monday,38,2024-09-16
538819,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,15,2024-03-17 03:18:02,3.77,14381,France,56.55,2024,3,Mar 2024,17,Sunday,11,2024-03-17
538852,22193,RED DINER WALL CLOCK,23,2025-07-10 16:16:41,9.01,14090,Canada,207.23,2025,7,Jul 2025,10,Thursday,28,2025-07-10
541887,22383,LUNCH BAG SUKI DESIGN,5,2024-09-10 05:12:06,1.73,13103,EIRE,8.65,2024,9,Sep 2024,10,Tuesday,37,2024-09-10
539877,22632,HAND WARMER RED POLKA DOT,5,2025-05-23 18:14:08,1.96,15716,Switzerland,9.8,2025,5,May 2025,23,Friday,21,2025-05-23
538836,71053,WHITE METAL LANTERN,11,2025-10-19 03:56:33,3.68,13114,Netherlands,40.48,2025,10,Oct 2025,19,Sunday,42,2025-10-19
537796,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2024-07-17 04:53:51,1.64,14940,Netherlands,19.68,2024,7,Jul 2024,17,Wednesday,29,2024-07-17
541736,22423,REGENCY CAKESTAND 3 TIER,18,2024-06-23 06:13:53,13.93,13696,United Kingdom,250.74,2024,6,Jun 2024,23,Sunday,25,2024-06-23
538759,20725,LUNCH BAG RED RETROSPOT,21,2025-07-01 03:28:24,1.62,15408,Finland,34.02,2025,7,Jul 2025,1,Tuesday,27,2025-07-01
537513,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2024-02-09 17:09:52,3.48,17429,Netherlands,13.92,2024,2,Feb 2024,9,Friday,6,2024-02-09
538738,22698,PINK REGENCY TEACUP AND SAUCER,3,2025-09-09 19:45:03,3.06,14918,Spain,9.18,2025,9,Sep 2025,9,Tuesday,37,2025-09-09
536997,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2024-03-17 13:21:50,1.58,16407,Germany,28.44,2024,3,Mar 2024,17,Sunday,11,2024-03-17
537225,20728,LUNCH BAG CARS BLUE,9,2024-02-01 11:56:15,1.61,15081,United Kingdom,14.49,2024,2,Feb 2024,1,Thursday,5,2024-02-01
541383,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2024-05-04 17:17:13,3.75,15985,United Kingdom,45.0,2024,5,May 2024,4,Saturday,18,2024-05-04
540002,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2025-07-19 16:12:31,2.31,15300,United Kingdom,48.51,2025,7,Jul 2025,19,Saturday,29,2025-07-19
537599,20728,LUNCH BAG CARS BLUE,11,2024-03-02 02:49:34,1.78,13258,United Kingdom,19.58,2024,3,Mar 2024,2,Saturday,9,2024-03-02
536825,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2024-05-18 03:24:48,4.07,13963,United Kingdom,16.28,2024,5,May 2024,18,Saturday,20,2024-05-18
538508,22699,ROSES REGENCY TEACUP AND SAUCER,13,2025-09-20 15:06:41,2.93,17851,Italy,38.09,2025,9,Sep 2025,20,Saturday,38,2025-09-20
