InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
541768,22697,GREEN REGENCY TEACUP AND SAUCER,23,2024-11-09 16:09:45,2.7,16620.0,Italy
541039,23298,SPACEBOY LUNCH BOX,14,2024-09-01 06:05:23,1.95,12884.0,United Kingdom
540823,22423,REGENCY CAKESTAND 3 TIER,14,2025-12-07 00:05:15,12.26,16489.0,Norway
536983,22193,RED DINER WALL CLOCK,14,2025-05-06 20:33:06,8.24,15796.0,Germany
539432,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,19,2025-01-30 17:58:18,3.86,12910.0,United Kingdom
536431,23298,SPACEBOY LUNCH BOX,6,2025-09-01 07:33:02,1.78,14355.0,United Kingdom
539174,23355,HOT WATER BOTTLE KEEP CALM,6,2024-12-02 00:45:33,4.53,12881.0,United Kingdom
539249,22961,JAM MAKING SET PRINTED,19,2024-12-05 19:42:33,1.45,14527.0,Canada
540258,71053,WHITE METAL LANTERN,7,2024-10-05 01:48:35,3.22,17127.0,United Kingdom
537221,84406B,CREAM CUPID HEARTS COAT HANGER,13,2025-12-08 14:39:28,2.67,15788.0,Germany
540273,22632,HAND WARMER RED POLKA DOT,10,2024-06-03 17:39:43,1.88,14055.0,United Kingdom
542364,22423,REGENCY CAKESTAND 3 TIER,24,2025-11-21 22:47:51,11.85,18142.0,United Kingdom
543208,22745,POPPY'S PLAYHOUSE BEDROOM,10,2024-07-15 17:28:36,2.18,15908.0,Australia
C539676,22423,REGENCY CAKESTAND 3 TIER,-12,2024-05-07 16:53:58,13.53,17117.0,Germany
538357,22150,3 STRIPEY MICE FELTCRAFT,20,2025-03-13 14:44:14,4.17,13769.0,United Kingdom
539979,23298,SPACEBOY LUNCH BOX,14,2025-01-06 12:41:52,2.01,17200.0,Germany
540063,22961,JAM MAKING SET PRINTED,16,2024-11-18 12:49:10,1.4,,United Kingdom
536942,20728,LUNCH BAG CARS BLUE,19,2025-07-25 16:34:15,1.59,15631.0,Netherlands
538433,22961,JAM MAKING SET PRINTED,17,2024-08-09 18:42:40,1.36,,Spain
538941,22699,ROSES REGENCY TEACUP AND SAUCER,4,2025-09-18 21:28:36,2.77,17293.0,United Kingdom
541317,21770,TOADSTOOL LED NIGHT LIGHT,14,2024-09-19 13:16:17,3.86,18052.0,Germany
541480,22150,3 STRIPEY MICE FELTCRAFT,4,2024-04-20 03:48:54,4.02,14056.0,Netherlands
542824,21212,PACK OF 72 RETROSPOT CAKE CASES,15,2025-01-05 19:21:33,0.6,13523.0,Singapore
536996,22193,RED DINER WALL CLOCK,4,2024-12-21 10:25:55,7.89,13700.0,United Kingdom
543093,21212,PACK OF 72 RETROSPOT CAKE CASES,9,2024-06-20 12:29:00,0.5,,United Kingdom
541421,21931,JUMBO STORAGE BAG SUKI,4,2024-09-23 04:53:27,2.23,15343.0,EIRE
539547,21034,REX CASH+CARRY JUMBO SHOPPER,14,2024-10-12 15:47:55,1.15,12661.0,EIRE
536471,71053,WHITE METAL LANTERN,14,2024-04-28 11:33:24,3.6,12978.0,United Kingdom
540217,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2024-06-20 18:02:32,4.13,16270.0,Belgium
536719,22193,RED DINER WALL CLOCK,17,2025-04-30 22:47:07,9.27,12451.0,United Kingdom
538280,21931,JUMBO STORAGE BAG SUKI,1,2025-08-27 21:49:29,2.18,14990.0,United Kingdom
542393,85099B,JUMBO BAG RED RETROSPOT,14,2024-05-24 16:47:45,2.1,14037.0,United Kingdom
538241,84406B,CREAM CUPID HEARTS COAT HANGER,24,2024-06-28 18:39:44,2.95,12776.0,United Kingdom
542336,21770,TOADSTOOL LED NIGHT LIGHT,23,2025-01-17 09:55:43,4.21,15248.0,United Kingdom
540029,20727,LUNCH BAG BLACK SKULL,5,2025-11-29 18:37:16,1.75,18047.0,France
542763,21770,TOADSTOOL LED NIGHT LIGHT,22,2025-10-16 05:55:13,3.97,12384.0,Australia
537676,22423,REGENCY CAKESTAND 3 TIER,1,2024-09-12 14:13:00,13.84,13764.0,Australia
538018,22960,JAM MAKING SET WITH JARS,22,2024-07-13 02:13:23,4.23,14633.0,Australia
540228,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,17,2024-03-23 12:02:39,3.73,14648.0,Spain
537812,22698,PINK REGENCY TEACUP AND SAUCER,9,2025-10-07 01:56:58,2.73,17889.0,United Kingdom
541037,21034,REX CASH+CARRY JUMBO SHOPPER,23,2025-09-11 08:22:36,1.19,17805.0,Spain
541770,22633,HAND WARMER UNION JACK,23,2025-03-23 10:26:20,1.72,18168.0,United Kingdom
538896,23298,SPACEBOY LUNCH BOX,12,2025-03-24 18:00:48,2.11,13075.0,EIRE
537125,22752,SET 7 BABUSHKA NESTING BOXES,23,2025-12-01 04:32:40,8.41,14315.0,Germany
C543229,21931,JUMBO STORAGE BAG SUKI,-18,2025-04-27 19:16:51,2.17,13777.0,EIRE
536474,22697,GREEN REGENCY TEACUP AND SAUCER,3,2024-06-18 15:43:06,3.15,17788.0,United Kingdom
540245,20728,LUNCH BAG CARS BLUE,20,2024-04-11 00:05:27,1.51,15594.0,Australia
538680,84406B,CREAM CUPID HEARTS COAT HANGER,3,2024-02-13 17:04:53,2.81,17501.0,United Kingdom
543092,22193,RED DINER WALL CLOCK,16,2024-03-23 12:43:33,8.2,16608.0,United Kingdom
537215,20725,LUNCH BAG RED RETROSPOT,11,2024-09-07 20:54:55,1.56,15906.0,United Kingdom
540870,71053,WHITE METAL LANTERN,13,2025-02-01 23:27:05,3.48,13391.0,Spain
537719,22961,JAM MAKING SET PRINTED,12,2024-08-05 23:21:17,1.37,15856.0,United Kingdom
539835,47566,PARTY BUNTING,14,2025-07-31 17:20:20,4.69,12939.0,France
543140,23298,SPACEBOY LUNCH BOX,-3,2024-01-10 22:16:43,2.13,15902.0,France
542543,21034,REX CASH+CARRY JUMBO SHOPPER,5,2025-02-04 05:16:05,1.32,12552.0,United Kingdom
541264,22150,3 STRIPEY MICE FELTCRAFT,7,2024-07-16 07:02:02,3.71,16974.0,United Kingdom
539462,21770,TOADSTOOL LED NIGHT LIGHT,4,2025-09-06 09:09:38,3.88,12883.0,Germany
540231,85099B,JUMBO BAG RED RETROSPOT,11,2024-06-21 16:59:56,1.97,12384.0,Germany
542312,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2025-01-28 18:16:15,0.54,12375.0,United Kingdom
536683,23203,JUMBO BAG DOILEY PATTERNS,17,2025-02-08 02:05:36,2.08,14908.0,United Kingdom
543422,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2025-09-13 00:33:54,2.79,17851.0,United Kingdom
543095,22150,3 STRIPEY MICE FELTCRAFT,21,2025-01-15 00:08:36,4.08,16974.0,United Kingdom
543154,20727,LUNCH BAG BLACK SKULL,4,2024-05-21 05:47:35,1.71,17020.0,United Kingdom
C541371,85099B,JUMBO BAG RED RETROSPOT,-16,2025-12-02 21:44:55,2.03,17334.0,United Kingdom
542164,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2025-01-23 04:41:22,0.56,13003.0,Australia
540356,21034,REX CASH+CARRY JUMBO SHOPPER,16,2024-01-28 20:14:11,1.16,16821.0,Netherlands
539002,22423,REGENCY CAKESTAND 3 TIER,12,2024-01-04 07:59:12,13.42,17197.0,Singapore
543265,84879,ASSORTED COLOUR BIRD ORNAMENT,22,2025-02-07 12:53:53,1.85,15945.0,United Kingdom
542129,22632,HAND WARMER RED POLKA DOT,19,2025-03-29 01:55:32,2.0,14100.0,United Kingdom
542370,23355,HOT WATER BOTTLE KEEP CALM,18,2025-01-25 14:08:35,4.78,17842.0,Germany
539795,22960,JAM MAKING SET WITH JARS,10,2024-08-18 15:26:41,4.13,14940.0,United Kingdom
539771,22383,LUNCH BAG SUKI DESIGN,11,2024-07-25 06:12:43,1.51,18263.0,Belgium
541215,21034,REX CASH+CARRY JUMBO SHOPPER,17,2025-11-04 09:03:57,1.27,17255.0,EIRE
540123,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2024-04-08 19:23:56,2.72,15072.0,Finland
542403,22697,GREEN REGENCY TEACUP AND SAUCER,24,2024-06-18 09:49:15,2.77,16718.0,France
543491,47566,PARTY BUNTING,18,2024-06-11 01:14:24,4.79,17334.0,Germany
537114,71053,WHITE METAL LANTERN,1,2024-10-10 08:21:09,3.26,13818.0,Spain
540058,22748,POPPY'S PLAYHOUSE KITCHEN,24,2024-04-07 10:00:35,2.02,13124.0,United Kingdom
537374,23298,SPACEBOY LUNCH BOX,4,2025-07-04 21:58:42,2.0,14524.0,United Kingdom
541953,22745,POPPY'S PLAYHOUSE BEDROOM,11,2024-01-01 03:58:53,2.31,13544.0,United Kingdom
537428,22697,GREEN REGENCY TEACUP AND SAUCER,9,2024-06-30 05:00:34,2.85,15595.0,USA
541059,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2025-05-23 13:49:00,3.98,,Germany
542401,22632,HAND WARMER RED POLKA DOT,18,2025-08-31 17:55:51,1.75,15895.0,United Kingdom
539046,22745,POPPY'S PLAYHOUSE BEDROOM,1,2025-10-21 01:34:20,2.17,14137.0,United Kingdom
536766,22961,JAM MAKING SET PRINTED,16,2024-10-10 10:11:01,1.56,12638.0,EIRE
537207,20727,LUNCH BAG BLACK SKULL,23,2024-09-08 07:02:15,1.65,14151.0,Belgium
539575,23355,HOT WATER BOTTLE KEEP CALM,12,2025-02-06 07:47:20,4.44,16724.0,United Kingdom
539626,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2025-01-11 03:00:24,2.41,13830.0,United Kingdom
542465,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2024-09-08 02:55:29,4.49,14953.0,France
543221,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2025-06-09 14:10:11,2.31,13021.0,Germany
540987,22383,LUNCH BAG SUKI DESIGN,22,2024-02-19 15:14:53,1.63,14057.0,EIRE
537305,22960,JAM MAKING SET WITH JARS,16,2025-03-12 16:54:56,3.86,17788.0,United Kingdom
541358,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2025-03-25 04:59:46,3.81,15147.0,Germany
543393,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2024-01-08 22:03:53,3.93,15668.0,EIRE
540865,22752,SET 7 BABUSHKA NESTING BOXES,23,2024-08-09 18:07:17,8.23,15816.0,United Kingdom
541708,84406B,CREAM CUPID HEARTS COAT HANGER,24,2025-09-16 09:36:03,2.71,17670.0,EIRE
540058,22960,JAM MAKING SET WITH JARS,6,2024-05-28 03:11:14,4.14,13003.0,Netherlands
538042,47566,PARTY BUNTING,9,2025-09-02 13:13:22,4.86,13620.0,Portugal
543617,22961,JAM MAKING SET PRINTED,6,2025-02-11 04:17:12,1.4,12535.0,United Kingdom
538237,71053,WHITE METAL LANTERN,20,2024-06-21 21:43:49,3.49,16206.0,United Kingdom
540255,22150,3 STRIPEY MICE FELTCRAFT,11,2025-12-07 04:06:56,3.98,15642.0,Portugal
542831,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2024-04-02 06:30:24,3.81,13075.0,United Kingdom
541059,20727,LUNCH BAG BLACK SKULL,13,2024-05-27 06:36:57,1.56,15439.0,Italy
541526,22383,LUNCH BAG SUKI DESIGN,7,2025-07-24 02:49:35,1.63,14062.0,Switzerland
542155,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2025-05-26 05:34:48,3.99,14943.0,United Kingdom
538678,23355,HOT WATER BOTTLE KEEP CALM,16,2024-11-11 07:01:16,4.71,16129.0,Norway
537921,84978,HANGING HEART JAR T-LIGHT HOLDER,19,2024-11-16 03:36:32,1.48,12404.0,Belgium
537531,22633,HAND WARMER UNION JACK,6,2024-04-15 06:43:41,1.72,13777.0,Germany
538441,22748,POPPY'S PLAYHOUSE KITCHEN,3,2024-10-01 15:49:28,2.03,15439.0,United Kingdom
542920,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2024-08-08 04:18:14,4.46,16424.0,United Kingdom
543744,84406B,CREAM CUPID HEARTS COAT HANGER,15,2025-03-09 12:47:30,2.88,13771.0,Germany
536430,22632,HAND WARMER RED POLKA DOT,6,2025-09-02 14:57:12,1.74,,Portugal
542345,22699,ROSES REGENCY TEACUP AND SAUCER,13,2024-08-22 23:11:33,3.07,17147.0,France
542400,22961,JAM MAKING SET PRINTED,2,2025-11-01 07:42:07,1.39,12986.0,United Kingdom
538588,22632,HAND WARMER RED POLKA DOT,24,2025-01-25 00:52:44,1.68,,Japan
540348,22748,POPPY'S PLAYHOUSE KITCHEN,20,2024-09-03 20:08:50,2.1,15056.0,United Kingdom
537319,22748,POPPY'S PLAYHOUSE KITCHEN,19,2024-10-12 22:17:22,2.27,12375.0,USA
543589,23355,HOT WATER BOTTLE KEEP CALM,1,2024-11-01 19:51:38,4.23,18047.0,France
542133,22752,SET 7 BABUSHKA NESTING BOXES,5,2024-10-17 21:10:46,7.72,15533.0,Belgium
540693,22423,REGENCY CAKESTAND 3 TIER,7,2024-10-13 02:27:37,12.59,12910.0,Germany
539369,20725,LUNCH BAG RED RETROSPOT,5,2025-05-13 03:50:47,1.68,12867.0,United Kingdom
540225,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,6,2025-04-06 22:35:25,3.53,18064.0,Switzerland
538045,22150,3 STRIPEY MICE FELTCRAFT,14,2024-07-16 09:40:13,4.1,13329.0,United Kingdom
538448,23298,SPACEBOY LUNCH BOX,9,2024-06-01 08:47:09,1.96,16773.0,United Kingdom
536447,47566,PARTY BUNTING,21,2024-02-20 20:52:19,4.82,12604.0,Norway
537004,20728,LUNCH BAG CARS BLUE,8,2024-02-12 21:38:42,1.73,14201.0,United Kingdom
542868,71053,WHITE METAL LANTERN,20,2025-06-07 03:23:47,3.37,15015.0,United Kingdom
543222,20727,LUNCH BAG BLACK SKULL,20,2024-05-07 13:26:19,1.63,12554.0,United Kingdom
539173,85099B,JUMBO BAG RED RETROSPOT,12,2025-02-21 16:00:04,2.02,12384.0,Germany
538842,22961,JAM MAKING SET PRINTED,10,2024-09-28 09:20:32,1.51,15021.0,Finland
538933,22961,JAM MAKING SET PRINTED,16,2024-03-12 14:46:34,1.47,14057.0,Finland
537591,22193,RED DINER WALL CLOCK,10,2025-12-07 12:10:58,9.16,18105.0,Spain
540896,20728,LUNCH BAG CARS BLUE,8,2024-03-27 21:54:41,1.77,14822.0,EIRE
539193,22699,ROSES REGENCY TEACUP AND SAUCER,15,2024-09-26 09:35:35,2.8,14251.0,United Kingdom
543507,22423,REGENCY CAKESTAND 3 TIER,10,2025-12-03 15:58:48,12.35,13124.0,United Kingdom
537806,22752,SET 7 BABUSHKA NESTING BOXES,15,2025-11-15 12:35:00,7.33,17628.0,United Kingdom
540483,22748,POPPY'S PLAYHOUSE KITCHEN,5,2025-02-24 22:30:54,1.95,15273.0,Germany
542551,71053,WHITE METAL LANTERN,20,2025-06-30 13:40:39,3.41,,Japan
537556,20725,LUNCH BAG RED RETROSPOT,19,2025-11-12 13:03:06,1.78,15354.0,United Kingdom
542544,84879,ASSORTED COLOUR BIRD ORNAMENT,20,2024-06-29 05:23:48,1.69,17421.0,United Kingdom
543424,23203,JUMBO BAG DOILEY PATTERNS,17,2025-05-12 17:02:16,2.2,,Spain
542325,21770,TOADSTOOL LED NIGHT LIGHT,20,2024-12-02 11:20:57,4.28,15877.0,Japan
543431,22633,HAND WARMER UNION JACK,24,2024-09-07 19:48:35,2.01,12749.0,United Kingdom
C536993,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2024-11-02 10:57:27,4.03,16049.0,Spain
543298,23355,HOT WATER BOTTLE KEEP CALM,11,2024-07-15 06:34:12,4.99,16507.0,Switzerland
540531,20725,LUNCH BAG RED RETROSPOT,14,2024-08-12 22:49:17,1.76,15946.0,France
538214,22632,HAND WARMER RED POLKA DOT,20,2025-01-04 15:41:06,1.9,,United Kingdom
537102,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2024-02-06 13:03:41,3.72,13041.0,United Kingdom
543153,22752,SET 7 BABUSHKA NESTING BOXES,5,2025-07-01 07:00:14,7.38,17429.0,United Kingdom
542205,84029E,RED WOOLLY HOTTIE WHITE HEART,22,2024-03-04 00:28:32,3.83,17399.0,EIRE
539066,23298,SPACEBOY LUNCH BOX,14,2025-11-29 09:25:03,1.92,14179.0,Sweden
537693,23298,SPACEBOY LUNCH BOX,9,2024-08-25 13:16:13,1.82,18068.0,Netherlands
541880,47566,PARTY BUNTING,24,2024-12-26 01:28:46,4.66,15290.0,Japan
541478,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2025-02-12 20:20:28,2.49,,Singapore
542200,22632,HAND WARMER RED POLKA DOT,4,2025-03-03 11:28:30,1.75,15553.0,Denmark
538617,47566,PARTY BUNTING,10,2024-01-04 17:44:59,5.01,17080.0,France
542779,23355,HOT WATER BOTTLE KEEP CALM,20,2024-02-10 09:16:17,5.05,13172.0,Portugal
542410,84406B,CREAM CUPID HEARTS COAT HANGER,10,2024-01-26 02:07:05,2.58,13542.0,United Kingdom
541501,22423,REGENCY CAKESTAND 3 TIER,23,2024-11-11 02:43:13,13.79,17696.0,Canada
538501,22633,HAND WARMER UNION JACK,19,2025-09-08 02:38:41,1.68,12388.0,Switzerland
538128,85099B,JUMBO BAG RED RETROSPOT,24,2025-06-24 13:06:10,2.0,17878.0,United Kingdom
541220,22193,RED DINER WALL CLOCK,21,2024-02-29 01:33:30,8.8,12432.0,United Kingdom
542788,22633,HAND WARMER UNION JACK,13,2024-08-06 01:18:17,1.93,15984.0,Denmark
542814,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2025-03-26 04:02:58,3.57,16643.0,United Kingdom
542197,22699,ROSES REGENCY TEACUP AND SAUCER,7,2024-10-21 04:30:35,2.92,14472.0,United Kingdom
537185,22193,RED DINER WALL CLOCK,17,2024-06-08 01:29:48,8.97,18086.0,United Kingdom
538834,22383,LUNCH BAG SUKI DESIGN,2,2025-01-20 15:33:10,1.58,16473.0,United Kingdom
542235,22960,JAM MAKING SET WITH JARS,6,2024-11-19 00:18:38,3.83,14876.0,Spain
538298,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2025-08-26 09:27:46,2.74,13492.0,France
C543705,23355,HOT WATER BOTTLE KEEP CALM,-1,2025-09-10 23:33:25,5.06,18098.0,United Kingdom
538693,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2025-11-27 20:21:25,2.39,17147.0,United Kingdom
541654,22697,GREEN REGENCY TEACUP AND SAUCER,20,2025-11-08 20:14:19,3.12,12881.0,United Kingdom
540915,22632,HAND WARMER RED POLKA DOT,23,2025-09-08 23:20:51,2.0,17004.0,United Kingdom
536641,22383,LUNCH BAG SUKI DESIGN,5,2025-10-19 16:30:05,1.55,17324.0,Singapore
538410,22632,HAND WARMER RED POLKA DOT,6,2024-03-26 18:40:35,1.91,17117.0,Singapore
540638,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2024-09-01 13:14:51,0.58,,Germany
539193,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2025-10-12 08:47:23,1.56,15290.0,United Kingdom
539261,23298,SPACEBOY LUNCH BOX,22,2024-07-07 16:49:29,1.81,13304.0,Finland
539566,21770,TOADSTOOL LED NIGHT LIGHT,15,2024-12-19 12:09:17,4.15,15079.0,United Kingdom
539328,21730,GLASS STAR FROSTED T-LIGHT HOLDER,22,2025-08-02 18:45:11,4.13,17644.0,USA
543440,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2024-05-08 11:46:28,1.83,18052.0,United Kingdom
542802,21212,PACK OF 72 RETROSPOT CAKE CASES,18,2025-05-26 23:05:59,0.5,,Sweden
542360,22423,REGENCY CAKESTAND 3 TIER,7,2025-01-28 14:22:54,13.7,16302.0,United Kingdom
539420,22383,LUNCH BAG SUKI DESIGN,14,2025-11-22 13:09:13,1.56,18048.0,France
539540,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2025-10-31 12:05:55,2.34,12709.0,United Kingdom
541625,22960,JAM MAKING SET WITH JARS,10,2024-11-11 05:34:18,4.26,17273.0,Netherlands
543620,22960,JAM MAKING SET WITH JARS,3,2024-10-25 00:53:03,4.63,16390.0,Norway
540481,23203,JUMBO BAG DOILEY PATTERNS,13,2024-08-23 18:12:41,1.99,17416.0,Sweden
538393,20728,LUNCH BAG CARS BLUE,8,2025-08-22 17:50:22,1.65,16325.0,United Kingdom
538092,22697,GREEN REGENCY TEACUP AND SAUCER,2,2025-01-10 11:22:44,3.08,16623.0,Portugal
540864,20728,LUNCH BAG CARS BLUE,20,2025-11-09 06:56:23,1.52,16116.0,Spain
540394,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2025-02-06 17:10:16,1.83,15507.0,United Kingdom
543564,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2025-08-21 03:24:45,3.51,15642.0,United Kingdom
539028,22960,JAM MAKING SET WITH JARS,18,2025-05-09 08:48:30,4.47,17879.0,Switzerland
543496,85099B,JUMBO BAG RED RETROSPOT,9,2024-03-11 14:24:54,2.24,16620.0,Japan
540866,84978,HANGING HEART JAR T-LIGHT HOLDER,17,2024-06-18 16:34:46,1.46,17683.0,Canada
542849,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2025-03-13 08:19:57,2.74,17182.0,Sweden
537001,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2025-08-14 23:47:10,2.42,17033.0,United Kingdom
C542647,22748,POPPY'S PLAYHOUSE KITCHEN,-21,2025-08-03 15:44:25,1.91,14996.0,Belgium
536679,22699,ROSES REGENCY TEACUP AND SAUCER,17,2025-11-20 04:15:15,2.75,12404.0,United Kingdom
543546,22698,PINK REGENCY TEACUP AND SAUCER,19,2024-02-11 13:04:45,3.04,15343.0,United Kingdom
540869,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2024-07-24 11:27:38,2.75,14973.0,United Kingdom
543689,23298,SPACEBOY LUNCH BOX,24,2025-07-29 07:44:53,1.89,15895.0,Spain
538944,22632,HAND WARMER RED POLKA DOT,17,2025-06-26 23:06:10,1.82,17080.0,United Kingdom
541715,84029E,RED WOOLLY HOTTIE WHITE HEART,19,2025-12-05 22:43:51,4.0,,EIRE
537363,20725,LUNCH BAG RED RETROSPOT,21,2025-09-01 05:13:38,1.73,15644.0,Australia
539549,22633,HAND WARMER UNION JACK,19,2025-07-11 06:52:27,1.82,15147.0,United Kingdom
539581,21770,TOADSTOOL LED NIGHT LIGHT,15,2025-12-03 14:06:09,3.85,18090.0,Switzerland
538501,22745,POPPY'S PLAYHOUSE BEDROOM,7,2025-08-28 00:19:39,2.1,16638.0,United Kingdom
540125,20728,LUNCH BAG CARS BLUE,7,2024-12-26 18:28:41,1.78,17008.0,United Kingdom
539390,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2025-02-24 09:43:39,3.98,18057.0,Netherlands
538413,23203,JUMBO BAG DOILEY PATTERNS,12,2025-04-19 09:02:18,2.03,13262.0,United Kingdom
537195,23355,HOT WATER BOTTLE KEEP CALM,20,2024-08-31 15:40:15,4.44,,EIRE
542438,20728,LUNCH BAG CARS BLUE,9,2025-03-22 09:36:19,1.61,16922.0,Italy
541978,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2025-11-11 06:09:58,4.13,13776.0,Belgium
539307,20728,LUNCH BAG CARS BLUE,23,2024-06-17 22:59:37,1.51,15724.0,Sweden
541465,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2025-09-27 11:20:34,2.77,18098.0,Spain
537135,85099B,JUMBO BAG RED RETROSPOT,6,2024-07-06 08:31:32,2.07,16163.0,Germany
541058,22748,POPPY'S PLAYHOUSE KITCHEN,11,2024-04-23 08:20:40,2.31,12816.0,United Kingdom
C543162,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,-2,2025-02-28 01:08:26,3.55,12604.0,Netherlands
543741,21770,TOADSTOOL LED NIGHT LIGHT,20,2025-05-14 00:40:10,3.66,15837.0,United Kingdom
539428,22748,POPPY'S PLAYHOUSE KITCHEN,21,2024-09-01 08:12:58,1.98,13544.0,United Kingdom
541922,21770,TOADSTOOL LED NIGHT LIGHT,8,2025-07-31 19:31:51,3.93,17217.0,United Kingdom
543393,84406B,CREAM CUPID HEARTS COAT HANGER,9,2024-01-10 20:51:25,2.48,14581.0,United Kingdom
538122,20725,LUNCH BAG RED RETROSPOT,3,2025-09-03 02:33:40,1.52,14209.0,Sweden
536502,22150,3 STRIPEY MICE FELTCRAFT,5,2025-09-06 23:23:08,4.16,16333.0,Canada
543058,22745,POPPY'S PLAYHOUSE BEDROOM,12,2025-02-23 12:20:31,2.12,15147.0,Spain
537644,84978,HANGING HEART JAR T-LIGHT HOLDER,15,2024-11-20 05:49:43,1.49,13550.0,United Kingdom
537835,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2025-11-07 05:48:47,4.02,12554.0,France
541298,47566,PARTY BUNTING,15,2024-05-20 08:25:25,4.76,17643.0,EIRE
537053,21931,JUMBO STORAGE BAG SUKI,3,2024-06-08 02:41:53,2.04,16727.0,Denmark
C540797,22699,ROSES REGENCY TEACUP AND SAUCER,-2,2025-07-09 10:40:53,2.84,17644.0,United Kingdom
538808,22745,POPPY'S PLAYHOUSE BEDROOM,10,2024-05-06 09:55:09,2.29,17369.0,United Kingdom
541079,84978,HANGING HEART JAR T-LIGHT HOLDER,5,2025-04-30 11:38:25,1.39,14406.0,United Kingdom
543572,21931,JUMBO STORAGE BAG SUKI,19,2025-11-16 14:30:19,2.23,18068.0,Canada
539664,23203,JUMBO BAG DOILEY PATTERNS,21,2025-11-06 05:30:13,1.88,15759.0,EIRE
537784,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2024-05-29 23:32:36,1.58,15724.0,Denmark
543096,22960,JAM MAKING SET WITH JARS,15,2024-06-15 09:42:38,4.0,15908.0,Netherlands
538556,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2024-01-08 05:58:48,1.74,13226.0,United Kingdom
536777,22697,GREEN REGENCY TEACUP AND SAUCER,11,2025-06-12 21:45:07,3.07,17446.0,Netherlands
541484,22960,JAM MAKING SET WITH JARS,13,2025-05-14 16:30:19,3.87,15203.0,United Kingdom
C542092,71053,WHITE METAL LANTERN,-1,2025-08-22 13:48:59,3.47,16301.0,United Kingdom
538182,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,22,2025-03-13 02:24:53,3.5,16473.0,Norway
540272,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,5,2025-02-06 05:48:39,4.05,17341.0,Spain
542083,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2024-12-22 22:17:06,2.44,16944.0,Portugal
539999,84029E,RED WOOLLY HOTTIE WHITE HEART,17,2025-05-23 05:52:47,3.46,14141.0,United Kingdom
542055,20728,LUNCH BAG CARS BLUE,1,2024-03-24 15:43:28,1.76,17117.0,Netherlands
542515,22752,SET 7 BABUSHKA NESTING BOXES,15,2025-02-01 15:26:34,7.75,12976.0,EIRE
539770,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2024-11-28 18:09:57,0.58,14829.0,United Kingdom
537860,23355,HOT WATER BOTTLE KEEP CALM,8,2024-07-15 22:13:12,4.83,,Germany
538141,21770,TOADSTOOL LED NIGHT LIGHT,14,2025-03-15 05:21:59,3.93,15642.0,Portugal
538158,22745,POPPY'S PLAYHOUSE BEDROOM,3,2025-11-07 19:17:30,2.15,13769.0,Singapore
542035,20727,LUNCH BAG BLACK SKULL,24,2024-03-20 19:59:57,1.81,16846.0,Germany
537853,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2024-04-16 12:21:00,4.02,15275.0,United Kingdom
